noise_label,algorithm,runs,median_best_true_f,iqr_best_true_f,q1_best_true_f,q3_best_true_f,feasible_rate
hetero,ARS,50,-0.7168014382317659,0.02811386477968303,-0.7278086968732931,-0.69969483209361,1.0
hetero,GA,50,-0.7124752213088035,0.028144936616742666,-0.7242182508882173,-0.6960733142714747,1.0
hetero,SA,50,-0.6909328723465058,0.06381956487906393,-0.723045626115911,-0.6592260612368471,1.0
