algorithm,run,seed,noise_label,best_true_f,best_observed_f,x1,x2,feasible,evaluations,param_initial_temp,param_cooling_rate,param_step_size,param_min_temp,param_population_size,param_elite_fraction,param_crossover_rate,param_mutation_step,param_mutation_decay,param_min_mutation_step,param_tournament_size,param_initial_step,param_min_step,param_base_samples,param_max_samples,param_ambiguity_z
ARS,1,20961617,constant_sigma_0.1883,-0.5911785766125971,-1.1155312100640689,0.8035004658405154,0.5953041251277157,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,2,20762620,constant_sigma_0.1883,-0.7278266063416463,-1.2828863551253746,0.849446908131221,0.5276740947462828,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,2,20862623,constant_sigma_0.1883,-0.7291989085908082,-1.138749899284408,0.8474926707863893,0.5308070958110419,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,2,20962626,constant_sigma_0.1883,-0.7203213421772207,-0.8603935087973094,0.834652052616882,0.5507775876544231,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,3,20763629,constant_sigma_0.1883,-0.7195559649499002,-1.1580362961156907,0.8551104073972388,0.5184459385132922,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,3,20863632,constant_sigma_0.1883,-0.7083106198492426,-1.2662634627478693,0.8596125573468685,0.510946426987778,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,3,20963635,constant_sigma_0.1883,-0.6561559674365454,-1.0200160433873766,0.8718486584039503,0.4897753738595193,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,4,20764638,constant_sigma_0.1883,-0.7215169752944477,-1.167979350660684,0.8353211969621471,0.5497622194237484,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,4,20864641,constant_sigma_0.1883,-0.7012011406109028,-1.2399971825951766,0.8618351750674932,0.5071884571008921,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,4,20964644,constant_sigma_0.1883,-0.5491684203738789,-1.0463348208915468,0.8414157443392926,0.4292188343002083,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,5,20765647,constant_sigma_0.1883,-0.6551979510573962,-1.1903940278933391,0.87202005367725,0.489470148205921,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,5,20865650,constant_sigma_0.1883,-0.724566109526749,-1.2761073567260899,0.8401330734367526,0.5022843616897283,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,5,20965653,constant_sigma_0.1883,-0.7296663933477228,-1.059492765457598,0.8463155019052881,0.5326819606808555,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,6,20766656,constant_sigma_0.1883,-0.7075788874436645,-1.2675349392805284,0.8598571925014818,0.5105346300727008,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,6,20866659,constant_sigma_0.1883,-0.7277667865729115,-1.2061459380287052,0.8400931327217306,0.542442188950849,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,6,20966662,constant_sigma_0.1883,-0.7059228433190166,-1.0006449554866697,0.8356445190194192,0.4867894041125403,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,7,20767665,constant_sigma_0.1883,-0.6525561165611642,-1.3782800345447874,0.8724869627660465,0.48863739091813196,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,7,20867668,constant_sigma_0.1883,-0.7275789019926205,-1.3381031786611206,0.8497159432061414,0.5272407570183641,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,7,20967671,constant_sigma_0.1883,-0.7070841678074313,-0.9429122096006387,0.8289495509954241,0.5593233786500301,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,8,20768674,constant_sigma_0.1883,-0.7287712043881908,-1.2279370101763343,0.8414104440773192,0.5403965808529958,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,8,20868677,constant_sigma_0.1883,-0.7114388918540867,-1.156664046211514,0.8257904153128868,0.4948602339486785,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,8,20968680,constant_sigma_0.1883,-0.5998085184625284,-0.9590739477965086,0.8544196693800659,0.44711210571395793,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,9,20769683,constant_sigma_0.1883,-0.727830184804426,-1.1534421979872718,0.8494429042635065,0.5276805400963533,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,9,20869686,constant_sigma_0.1883,-0.7186968143957061,-1.2340804469397355,0.8555242936663225,0.517762670484016,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,9,20969689,constant_sigma_0.1883,-0.6519999753952328,-0.96221530007442,0.8725842109005302,0.48846370887415885,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,10,20770692,constant_sigma_0.1883,-0.7240282411932364,-1.2157481443464242,0.8368984279063874,0.5473582203345606,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,10,20870695,constant_sigma_0.1883,-0.7289824913384889,-1.2571409727666523,0.8417570384395999,0.5398565441275986,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,10,20970698,constant_sigma_0.1883,-0.7141698934498011,-0.8696924727302817,0.8317129939120345,0.5552058138725494,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,11,20771701,constant_sigma_0.1883,-0.6422672279221362,-1.225789162328043,0.8126607161313839,0.5827371280919263,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,11,20871704,constant_sigma_0.1883,-0.7216468562735348,-1.2771105680750052,0.8353965915078412,0.5496476461307566,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,11,20971707,constant_sigma_0.1883,-0.7117669914655059,-1.2151906489783073,0.8307201887842339,0.556690190273088,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,12,20772710,constant_sigma_0.1883,-0.6663022405735233,-1.2095820154760117,0.817719561836411,0.5756168154163567,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,12,20872713,constant_sigma_0.1883,-0.7244815498012183,-1.2864905814095984,0.837216226026013,0.5468720059380986,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,12,20972716,constant_sigma_0.1883,-0.6183162567644394,-1.0651768489602302,0.8081632713574092,0.588958510278008,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,13,20773719,constant_sigma_0.1883,-0.718453257992302,-1.2232288815610177,0.8336826146867576,0.5522438754472982,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,13,20873722,constant_sigma_0.1883,-0.6543510261802394,-1.330049224345768,0.8721706414310023,0.48920177046473795,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,13,20973725,constant_sigma_0.1883,-0.6936774689601186,-1.0785795598002506,0.8122927347728217,0.5509842333124924,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,14,20774728,constant_sigma_0.1883,-0.7105936996884521,-1.268813248280579,0.8302581078384927,0.557379111887453,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,14,20874731,constant_sigma_0.1883,-0.7034221963058942,-1.2781837741659623,0.8611747197055121,0.5083090616348803,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,14,20974734,constant_sigma_0.1883,-0.7298746513669042,-1.0612367545788315,0.8449391585299887,0.5348624293990322,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,15,20775737,constant_sigma_0.1883,-0.6210645330541236,-1.209608407037233,0.8086584110245699,0.5882784836106261,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,15,20875740,constant_sigma_0.1883,-0.7275967229123663,-1.2529040120335375,0.8496970937628364,0.5272711340961019,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,15,20975743,constant_sigma_0.1883,-0.619952280931045,-1.0338446582991494,0.8084574439932802,0.5885546374397639,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,16,20776746,constant_sigma_0.1883,-0.6580933738822459,-1.1847041725425043,0.8714985322454339,0.49039811204169026,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,16,20876749,constant_sigma_0.1883,-0.6616719232883238,-1.1637576005738244,0.8708388818275621,0.4915685525919261,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,16,20976752,constant_sigma_0.1883,-0.6430983977208857,-1.0114597599827264,0.874095089828067,0.485754849629382,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,17,20777755,constant_sigma_0.1883,-0.6917473459213127,-1.1697374794936277,0.8643884299571764,0.5028246634326599,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,17,20877758,constant_sigma_0.1883,-0.7152932546979149,-1.296470549088252,0.85702215981566,0.515279552849617,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,17,20977761,constant_sigma_0.1883,-0.7181966109896862,-1.0022660796449692,0.8511869835165737,0.5049709348808407,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,18,20778764,constant_sigma_0.1883,-0.7282446182950452,-1.1886419039750737,0.848952459359091,0.5284692249773404,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,18,20878767,constant_sigma_0.1883,-0.6543249978732526,-1.2113465216046388,0.8151137802466828,0.5793008935363062,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,18,20978770,constant_sigma_0.1883,-0.725958312984859,-0.8963798198730607,0.8511969467992428,0.5248464134960314,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,19,20779773,constant_sigma_0.1883,-0.7243481061433195,-1.2840899116810065,0.8371213676222479,0.5470171988797586,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,19,20879776,constant_sigma_0.1883,-0.7324065201230096,-1.2976228322379482,0.8397870301575953,0.513950731474276,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,19,20979779,constant_sigma_0.1883,-0.7252122712000306,-1.0299591857963528,0.8377572705214996,0.5460428148857625,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,20,20780782,constant_sigma_0.1883,-0.7236092821783576,-1.224773877109914,0.8231215859591381,0.5356267881809004,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,20,20880785,constant_sigma_0.1883,-0.6263491176108087,-1.2934149316407044,0.8767378371311403,0.480968569599522,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,20,20980788,constant_sigma_0.1883,-0.7179555074392237,-1.022688606517211,0.8558685175893257,0.5171934653487517,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,21,20781791,constant_sigma_0.1883,-0.7217180816314854,-1.3443578924819088,0.8354381810789895,0.5495844299062973,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,21,20881794,constant_sigma_0.1883,-0.7287504597468466,-1.3927374734262608,0.8482581778652845,0.5295829148345588,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,21,20981797,constant_sigma_0.1883,-0.7296614031459583,-0.936065714790441,0.8463330074648425,0.5326541471494564,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,22,20782800,constant_sigma_0.1883,-0.7252876805894415,-1.092999860814291,0.8320762311374439,0.5038662268559441,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,22,20882803,constant_sigma_0.1883,-0.7202824013233552,-1.288061343804195,0.8547464997804698,0.5190456830694535,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,22,20982806,constant_sigma_0.1883,-0.6793711267574523,-1.058161492158355,0.8631505334383079,0.48951857830850337,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,23,20783809,constant_sigma_0.1883,-0.7263502653038016,-1.3047985935581945,0.8508728460916158,0.5253716777520022,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,23,20883812,constant_sigma_0.1883,-0.6616483102850566,-1.211453393770273,0.8015644494294102,0.49585662434956135,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,23,20983815,constant_sigma_0.1883,-0.660496362954601,-0.984198687332661,0.7970195264986161,0.5130103057306565,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,24,20784818,constant_sigma_0.1883,-0.4449873662512382,-1.130166340034738,0.8298539345433412,0.4052812649987037,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,24,20884821,constant_sigma_0.1883,-0.6885130596642809,-1.19089937478118,0.8651853933978855,0.5014521263799225,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,24,20984824,constant_sigma_0.1883,-0.6579852297402806,-0.8693390121845734,0.7958763187077226,0.5345885627237834,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,25,20785827,constant_sigma_0.1883,-0.651566722440693,-1.2691433422254406,0.8145390757117578,0.5801086916592746,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,25,20885830,constant_sigma_0.1883,-0.7262835310744202,-1.17904357090192,0.8386319220946074,0.544698539784994,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,25,20985833,constant_sigma_0.1883,-0.7342299193690076,-0.7626379209868712,0.8357402861499144,0.5187490568776825,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,26,20786836,constant_sigma_0.1883,-0.7246460548001471,-1.287815361382083,0.8373347505404618,0.5466905116584178,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,26,20886839,constant_sigma_0.1883,-0.7030398677448564,-1.2753333567043859,0.8275535225686951,0.561386825000502,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,26,20986842,constant_sigma_0.1883,-0.728269423697795,-1.1320844291536187,0.8489212048921064,0.5285194299971707,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,27,20787845,constant_sigma_0.1883,-0.6613140340723798,-1.2393810969831818,0.8709056372605823,0.49145027315867795,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,27,20887848,constant_sigma_0.1883,-0.5860800549936495,-1.2917663521182003,0.8026636821295704,0.5964319017207247,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,27,20987851,constant_sigma_0.1883,-0.6886270780331524,-1.1108898495775517,0.8651578539533861,0.5014996388261627,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,28,20788854,constant_sigma_0.1883,-0.6944853222123415,-1.286694905917563,0.8636861760906513,0.5040299487430367,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,28,20888857,constant_sigma_0.1883,-0.728474121924093,-1.247003614139245,0.8409746459285612,0.5410745280507402,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,28,20988860,constant_sigma_0.1883,-0.7228674390636878,-1.02537903339587,0.8533213530620876,0.5213853358201477,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,29,20789863,constant_sigma_0.1883,-0.7290586405081874,-1.226834346871951,0.8477540397014476,0.5303895626517138,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,29,20889866,constant_sigma_0.1883,-0.7200735455499085,-1.1934296810180982,0.82487026567187,0.5443592393751978,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,29,20989869,constant_sigma_0.1883,-0.7241797130687107,-1.0689406595798587,0.8370032413718033,0.5471979293940128,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,30,20790872,constant_sigma_0.1883,-0.7199405919450717,-1.2665669854166257,0.8344475430344942,0.551087377757553,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,30,20890875,constant_sigma_0.1883,-0.7251467918871011,-1.1429027553330147,0.8296518699941969,0.5053633315590925,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,30,20990878,constant_sigma_0.1883,-0.7053209198082047,-1.0811863238985977,0.860587163140328,0.5093031853798703,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,31,20791881,constant_sigma_0.1883,-0.7078646467565471,-1.1421415664702672,0.837861749109903,0.4880311421076714,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,31,20891884,constant_sigma_0.1883,-0.7255768401880041,-1.2991151393365117,0.8514969182980877,0.5243596076442766,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,31,20991887,constant_sigma_0.1883,-0.7268488037608003,-1.0077671100334245,0.8480955863268146,0.5131244574341416,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,32,20792890,constant_sigma_0.1883,-0.729791403675591,-1.3015005655712635,0.845775324781114,0.5335392206683601,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,32,20892893,constant_sigma_0.1883,-0.7247464226995209,-1.2329910583530403,0.8247621859065127,0.5371948964406097,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,32,20992896,constant_sigma_0.1883,-0.7108841794367456,-1.074039353976751,0.8587164413701253,0.512451044803919,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,33,20793899,constant_sigma_0.1883,-0.7270617612185929,-1.3295197322914922,0.8502338250262584,0.5264052077831467,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,33,20893902,constant_sigma_0.1883,-0.7274249242569545,-1.2697728996540734,0.8397202110970778,0.5430193063557491,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,33,20993905,constant_sigma_0.1883,-0.7251892673782555,-1.1014541483913454,0.8224939452999801,0.5276460643909897,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,34,20794908,constant_sigma_0.1883,-0.7284524855850076,-1.273813706291761,0.8486825764881815,0.528902528227444,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,34,20894911,constant_sigma_0.1883,-0.696262748065167,-1.2208594112459914,0.8094972091059088,0.5401495026231782,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,34,20994914,constant_sigma_0.1883,-0.7137168640391003,-1.0337424978592764,0.8468472181549366,0.4956602111641553,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,35,20795917,constant_sigma_0.1883,-0.7041492647139738,-1.1337037233195044,0.8609523716403852,0.5086855745613353,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,35,20895920,constant_sigma_0.1883,-0.7276715899276595,-1.2074973607200663,0.849617078741626,0.527400056418793,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,35,20995923,constant_sigma_0.1883,-0.7116328383527077,-0.8756676249112377,0.8583707206467719,0.5126167103825209,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,36,20796926,constant_sigma_0.1883,-0.7297530944596909,-1.3146920486560996,0.8459687054164661,0.5332325472586875,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,36,20896929,constant_sigma_0.1883,-0.7222759703819902,-1.2735006615713522,0.8536683971056089,0.5208169234799697,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,36,20996932,constant_sigma_0.1883,-0.7276241711249889,-1.0835450881796522,0.8283363730966867,0.5104728600209186,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,37,20797935,constant_sigma_0.1883,-0.6480835484357016,-1.3322311495957901,0.8732592464086247,0.4872558758617907,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,37,20897938,constant_sigma_0.1883,-0.7250397656680475,-1.2215338497992163,0.8376260174346679,0.5462441349035587,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,37,20997941,constant_sigma_0.1883,-0.6360647781709907,-1.0111812295538543,0.8114531944797191,0.5844174134714495,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,38,20798944,constant_sigma_0.1883,-0.7296786180659426,-1.3110310671124104,0.8433929922453771,0.5372971809263375,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,38,20898947,constant_sigma_0.1883,-0.7148962406103593,-1.2133889168473206,0.8159122393988446,0.5244027659029382,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,38,20998950,constant_sigma_0.1883,-0.6483778352263339,-1.009193158940057,0.813885070326152,0.5810258964109902,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,39,20799953,constant_sigma_0.1883,-0.7281446389032046,-1.2460142340951128,0.8490760601467171,0.5282706163376196,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,39,20899956,constant_sigma_0.1883,-0.7235509965337031,-1.2896169690027692,0.852901118864063,0.5220724867682933,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,39,20999959,constant_sigma_0.1883,-0.7292353062556128,-1.1634932098450412,0.8474204842609339,0.5309223322247468,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,40,20800962,constant_sigma_0.1883,-0.7284795475118675,-1.298934018237283,0.8486460124247188,0.5289611947918523,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,40,20900965,constant_sigma_0.1883,-0.7016111368626823,-1.295384045819272,0.8441432512813161,0.4854523949397901,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,40,21000968,constant_sigma_0.1883,-0.7231052052377467,-1.0814037905780651,0.8234463721757184,0.5112083645144764,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,41,20801971,constant_sigma_0.1883,-0.6524461730026043,-1.230352194829088,0.8147213820660718,0.579852627487666,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,41,20901974,constant_sigma_0.1883,-0.7214846187642714,-1.2225707783929742,0.8353025025009031,0.5497906231609709,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,41,21001977,constant_sigma_0.1883,-0.7183738392322391,-0.9052202975363943,0.8556756578915016,0.5175124814842113,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,42,20802980,constant_sigma_0.1883,-0.6743915643886694,-1.2508462870464587,0.8196005811725107,0.5729353256185928,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,42,20902983,constant_sigma_0.1883,-0.7264074711414374,-1.3941580694369575,0.8387409379621287,0.5445306593630964,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,42,21002986,constant_sigma_0.1883,-0.7220641763315117,-1.0125964302673842,0.8537892997732739,0.5206187007711716,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,43,20803989,constant_sigma_0.1883,-0.7294241713655674,-1.4049112991398072,0.8426496632872966,0.5384622038377492,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,43,20903992,constant_sigma_0.1883,-0.6374393666078582,-1.1436894619003353,0.875014829818526,0.4840961140080098,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,43,21003995,constant_sigma_0.1883,-0.7281437622804869,-1.0620792731336561,0.840540821008049,0.5417482147816595,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,44,20804998,constant_sigma_0.1883,-0.7148161959608419,-1.2742022346598834,0.8572171265655059,0.5149551416606861,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,44,20905001,constant_sigma_0.1883,-0.7216341779833446,-1.2560514147210995,0.8353892067107349,0.5496588699468143,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,44,21005004,constant_sigma_0.1883,-0.7289383629529356,-1.0325766144383057,0.8416815500683592,0.5399742292688829,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,45,20806007,constant_sigma_0.1883,-0.7046028976308936,-1.2047820249460242,0.8608120066787233,0.5089230680149502,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,45,20906010,constant_sigma_0.1883,-0.6842787015636014,-1.2290898174689895,0.8220717310615471,0.5693839381203787,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,45,21006013,constant_sigma_0.1883,-0.6795488724229205,-0.8743787493953905,0.8672402708515965,0.49788985992210133,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,46,20807016,constant_sigma_0.1883,-0.6150137564226663,-1.185048263323829,0.8784048452883901,0.47791728130909766,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,46,20907019,constant_sigma_0.1883,-0.7285235662283158,-1.2076376643572526,0.8485857645240317,0.5290578420618722,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,46,21007022,constant_sigma_0.1883,-0.7322123480781948,-0.9621785132635136,0.8398256184308152,0.5135236620277813,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,47,20808025,constant_sigma_0.1883,-0.703598195606953,-1.1690221384399804,0.8611211873294359,0.5083997450160088,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,47,20908028,constant_sigma_0.1883,-0.7298237349052646,-1.2879834368114866,0.8455735186880916,0.5338589930809816,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,47,21008031,constant_sigma_0.1883,-0.721396874995146,-1.0634687755927965,0.8250319444102344,0.5057544718199766,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,48,20809034,constant_sigma_0.1883,-0.6635652837126205,-1.2203619972769286,0.856264567665638,0.4726372429015942,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,48,20909037,constant_sigma_0.1883,-0.6645030992086014,-1.2008965901093624,0.8031855849242553,0.49404262570970925,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
ARS,48,21009040,constant_sigma_0.1883,-0.7226752921342579,-0.878869500931538,0.8534356776515412,0.521198181224239,1,2000,0.8,0.996,,,,,,,,,,0.2,0.015,2,8,1.0
SA,49,20810043,constant_sigma_0.1883,-0.6122917528640083,-1.2895020245662066,0.8787926210889025,0.4772038653654187,1,2000,1.0,0.995,0.18,0.0001,,,,,,,,,,,,
GA,49,20910046,constant_sigma_0.1883,-0.7280894419082216,-1.1952481883382873,0.849142754154553,0.5281634056490665,1,2000,,,,,40,0.1,0.85,0.2,0.985,0.015,3,,,,,
