algorithm,parameter,value,run,seed,best_true_f,x1,x2,feasible,evaluations
GA,elite_fraction,0.05,1,20381611,-0.703889670812968,0.8278382757904882,0.5609668342569207,1,2000
GA,elite_fraction,0.05,2,20382620,-0.5408690774715463,0.7807644515234656,0.5829934057900215,1,2000
GA,elite_fraction,0.05,3,20383629,-0.7110627428340033,0.8586520175401067,0.5125589846781581,1,2000
GA,elite_fraction,0.05,4,20384638,-0.6124330272458066,0.8071189198233512,0.5903888966293208,1,2000
GA,elite_fraction,0.05,5,20385647,-0.7324891653513923,0.8297428943326886,0.5229229056585142,1,2000
GA,elite_fraction,0.05,6,20386656,-0.7280938904922729,0.8404790105148463,0.5418441038564367,1,2000
GA,elite_fraction,0.05,7,20387665,-0.7260333367089982,0.8384173252051337,0.5450287962996719,1,2000
GA,elite_fraction,0.05,8,20388674,-0.7228474250006294,0.8361227795339471,0.5485423388804426,1,2000
GA,elite_fraction,0.05,9,20389683,-0.7041827011654227,0.8609420691879468,0.5087030111001669,1,2000
GA,elite_fraction,0.1,0,20381602,-0.6529000158978078,0.8148158000642437,0.5797199427013585,1,2000
GA,elite_fraction,0.1,1,20382611,-0.7258322816466918,0.8382497853658887,0.5452864360444348,1,2000
GA,elite_fraction,0.1,2,20383620,-0.7283768923835418,0.840842162862575,0.5412803868168391,1,2000
GA,elite_fraction,0.1,3,20384629,-0.49936557316985586,0.8921370726764516,0.45176481000216434,1,2000
GA,elite_fraction,0.1,4,20385638,-0.7283638781053708,0.840824755822105,0.5413074265116796,1,2000
GA,elite_fraction,0.1,5,20386647,-0.6946779286897755,0.8636357412391639,0.5041163620180167,1,2000
GA,elite_fraction,0.1,6,20387656,-0.7242164805208553,0.8524691346715955,0.5227775573150223,1,2000
GA,elite_fraction,0.1,7,20388665,-0.7272542519896352,0.8395436306289334,0.5432922714988581,1,2000
GA,elite_fraction,0.1,8,20389674,-0.7298746631375288,0.844938561066501,0.5348633732299032,1,2000
GA,elite_fraction,0.1,9,20390683,-0.6573035133549086,0.8716418508311073,0.4901433299349506,1,2000
GA,elite_fraction,0.2,0,20382602,-0.629967716529672,0.8761864099875513,0.48197237986540953,1,2000
GA,elite_fraction,0.2,1,20383611,-0.7032281609201498,0.8276162516460243,0.5612943434699699,1,2000
GA,elite_fraction,0.2,2,20384620,-0.7292196423977211,0.8421989319391067,0.5391669120417425,1,2000
GA,elite_fraction,0.2,3,20385629,-0.6339687517617403,0.8110524915711099,0.5849733805194001,1,2000
GA,elite_fraction,0.2,4,20386638,-0.7297541192747733,0.8459639655230893,0.5332400669833892,1,2000
GA,elite_fraction,0.2,5,20387647,-0.728172878965851,0.8490415221329463,0.528326124372219,1,2000
GA,elite_fraction,0.2,6,20388656,-0.7267506640804126,0.8392632735662846,0.5045832911442366,1,2000
GA,elite_fraction,0.2,7,20389665,-0.49386895678461673,0.778307005281411,0.5998426050809402,1,2000
GA,elite_fraction,0.2,8,20390674,-0.715914471823657,0.8232194430619025,0.5017701656155693,1,2000
GA,elite_fraction,0.2,9,20391683,-0.7270768426585658,0.8393659694717923,0.5435667109864971,1,2000
